source,target,best_score,mean_score,weight
2lmq,8kf4,0.7712265041980935,0.7712265041980935,0.07712265041980934
8kf4,2lmq,0.7712265041980935,0.7712265041980935,0.07712265041980934
2lmq,8kf5,4.562080551752166,4.562080551752166,0.45620805517521656
8kf5,2lmq,4.562080551752166,4.562080551752166,0.45620805517521656
2lmq,8ol7,0.2866976686959546,0.2866976686959546,0.028669766869595457
8ol7,2lmq,0.2866976686959546,0.2866976686959546,0.028669766869595457
2lmq,8ot1,2.007041013376023,2.007041013376023,0.2007041013376023
8ot1,2lmq,2.007041013376023,2.007041013376023,0.2007041013376023
2lmq,8ot3,2.272133088704983,2.272133088704983,0.22721330887049832
8ot3,2lmq,2.272133088704983,2.272133088704983,0.22721330887049832
2lmq,8ovk,0.4167828289854918,0.4167828289854918,0.04167828289854918
8ovk,2lmq,0.4167828289854918,0.4167828289854918,0.04167828289854918
2lmq,8owj,1.8516425559598475,1.8516425559598475,0.18516425559598476
8owj,2lmq,1.8516425559598475,1.8516425559598475,0.18516425559598476
2lmq,8owk,0.0445601278203802,0.0445601278203802,0.00445601278203802
8owk,2lmq,0.0445601278203802,0.0445601278203802,0.00445601278203802
2lmq,8sej,3.049917811606031,3.049917811606031,0.3049917811606031
8sej,2lmq,3.049917811606031,3.049917811606031,0.3049917811606031
2lmq,8sek,1.8074075809849,1.8074075809849,0.18074075809849
8sek,2lmq,1.8074075809849,1.8074075809849,0.18074075809849
2lmq,8sel,3.223703080348129,-0.06679808536694172,0.3223703080348129
8sel,2lmq,3.223703080348129,-0.06679808536694172,0.3223703080348129
2lnq,2mpz,0.5734959853504373,0.3791088355776415,0.05734959853504373
2mpz,2lnq,0.5734959853504373,0.3791088355776415,0.05734959853504373
2lnq,6ti6,0.1220403101756788,-0.1134122676675205,0.01220403101756788
6ti6,2lnq,0.1220403101756788,-0.1134122676675205,0.01220403101756788
2m4j,8bg9,1.4246626655449783,1.4246626655449783,0.14246626655449784
8bg9,2m4j,1.4246626655449783,1.4246626655449783,0.14246626655449784
2m4j,8ff2,0.4423305529509643,0.4423305529509643,0.04423305529509643
8ff2,2m4j,0.4423305529509643,0.4423305529509643,0.04423305529509643
2m4j,8ovk,0.1859716790079482,0.1859716790079482,0.01859716790079482
8ovk,2m4j,0.1859716790079482,0.1859716790079482,0.01859716790079482
2m4j,8owk,0.5337788320539929,0.5337788320539929,0.05337788320539929
8owk,2m4j,0.5337788320539929,0.5337788320539929,0.05337788320539929
2m5n,7qkz,0.5786950651281622,-0.5216149028204834,0.057869506512816214
7qkz,2m5n,0.5786950651281622,-0.5216149028204834,0.057869506512816214
2mpz,6ti7,0.2247512741778314,0.2247512741778314,0.02247512741778314
6ti7,2mpz,0.2247512741778314,0.2247512741778314,0.02247512741778314
2mpz,8ff3,2.064325660638993,2.064325660638993,0.20643256606389931
8ff3,2mpz,2.064325660638993,2.064325660638993,0.20643256606389931
2mpz,8olo,1.8759264440155463,1.8759264440155463,0.18759264440155463
8olo,2mpz,1.8759264440155463,1.8759264440155463,0.18759264440155463
2mpz,8ot1,1.0475779540876742,1.0475779540876742,0.10475779540876742
8ot1,2mpz,1.0475779540876742,1.0475779540876742,0.10475779540876742
2mpz,8ot3,1.160261453462297,1.160261453462297,0.11602614534622971
8ot3,2mpz,1.160261453462297,1.160261453462297,0.11602614534622971
2mvx,5oqv,2.5616019926293885,-0.3791571590732601,0.25616019926293887
5oqv,2mvx,2.5616019926293885,-0.3791571590732601,0.25616019926293887
2mvx,8bfa,0.1692157261982269,0.1692157261982269,0.01692157261982269
8bfa,2mvx,0.1692157261982269,0.1692157261982269,0.01692157261982269
2mvx,8bfb,0.0215283293627129,0.0215283293627129,0.00215283293627129
8bfb,2mvx,0.0215283293627129,0.0215283293627129,0.00215283293627129
2mvx,8ol7,1.126276904894448,1.126276904894448,0.1126276904894448
8ol7,2mvx,1.126276904894448,1.126276904894448,0.1126276904894448
2mvx,8ovk,2.917696264447381,2.917696264447381,0.29176962644473814
8ovk,2mvx,2.917696264447381,2.917696264447381,0.29176962644473814
2mvx,8sek,1.823656112600918,0.9924425274466818,0.18236561126009182
8sek,2mvx,1.823656112600918,0.9924425274466818,0.18236561126009182
2mxu,5kk3,4.201609113301603,3.114825913812724,0.4201609113301603
5kk3,2mxu,4.201609113301603,3.114825913812724,0.4201609113301603
2mxu,6ti5,1.148890343135586,0.6143055656860353,0.1148890343135586
6ti5,2mxu,1.148890343135586,0.6143055656860353,0.1148890343135586
2mxu,6ti6,3.072595294276057,3.031689897638212,0.3072595294276057
6ti6,2mxu,3.072595294276057,3.031689897638212,0.3072595294276057
2mxu,6ti7,2.789743048020247,2.6709019748300937,0.2789743048020247
6ti7,2mxu,2.789743048020247,2.6709019748300937,0.2789743048020247
2mxu,6w0o,3.2516118586009206,0.9595824849980075,0.3251611858600921
6w0o,2mxu,3.2516118586009206,0.9595824849980075,0.3251611858600921
2mxu,7q4b,2.6398705381223517,2.52336905856703,0.2639870538122352
7q4b,2mxu,2.6398705381223517,2.52336905856703,0.2639870538122352
2mxu,7q4m,1.9022550143251695,1.8938059438183914,0.19022550143251696
7q4m,2mxu,1.9022550143251695,1.8938059438183914,0.19022550143251696
2mxu,8az4,0.3503420767472611,0.044023191753561036,0.035034207674726106
8az4,2mxu,0.3503420767472611,0.044023191753561036,0.035034207674726106
2mxu,8az5,0.0485047342443467,-1.8244439696024608,0.004850473424434671
8az5,2mxu,0.0485047342443467,-1.8244439696024608,0.004850473424434671
2mxu,8azt,3.844271956992552,3.7268760764308633,0.3844271956992552
8azt,2mxu,3.844271956992552,3.7268760764308633,0.3844271956992552
2mxu,8bfz,1.4812119056368525,0.8520903893862037,0.14812119056368525
8bfz,2mxu,1.4812119056368525,0.8520903893862037,0.14812119056368525
2mxu,8bg0,1.2754839275137608,1.0928345269397917,0.12754839275137608
8bg0,2mxu,1.2754839275137608,1.0928345269397917,0.12754839275137608
2mxu,8dja,1.0141142764673226,0.6585887157195168,0.10141142764673225
8dja,2mxu,1.0141142764673226,0.6585887157195168,0.10141142764673225
2mxu,8ezd,1.3389779620915223,1.1874571047948457,0.13389779620915224
8ezd,2mxu,1.3389779620915223,1.1874571047948457,0.13389779620915224
2mxu,8ff3,1.4024697603377376,0.9805640112206788,0.14024697603377376
8ff3,2mxu,1.4024697603377376,0.9805640112206788,0.14024697603377376
2mxu,8kf3,3.395920842197197,2.5118087728633642,0.3395920842197197
8kf3,2mxu,3.395920842197197,2.5118087728633642,0.3395920842197197
2mxu,8kf4,2.3598758733329888,2.335401377287429,0.2359875873332989
8kf4,2mxu,2.3598758733329888,2.335401377287429,0.2359875873332989
2mxu,8kf6,1.198943526164102,-1.1507242215209856,0.1198943526164102
8kf6,2mxu,1.198943526164102,-1.1507242215209856,0.1198943526164102
2mxu,8ol2,0.6797132145765494,0.6187033645917615,0.06797132145765494
8ol2,2mxu,0.6797132145765494,0.6187033645917615,0.06797132145765494
2mxu,8ol3,4.441988038169001,4.3210156932119,0.4441988038169001
8ol3,2mxu,4.441988038169001,4.3210156932119,0.4441988038169001
2mxu,8ol5,3.5048267564370432,3.375311924009151,0.35048267564370433
8ol5,2mxu,3.5048267564370432,3.375311924009151,0.35048267564370433
2mxu,8ol6,2.2704496200960653,2.202065253817667,0.22704496200960653
8ol6,2mxu,2.2704496200960653,2.202065253817667,0.22704496200960653
2mxu,8ol7,2.020155968296156,1.9640486153923837,0.20201559682961562
8ol7,2mxu,2.020155968296156,1.9640486153923837,0.20201559682961562
2mxu,8olo,1.0003699636930894,0.6154873833101744,0.10003699636930893
8olo,2mxu,1.0003699636930894,0.6154873833101744,0.10003699636930893
2mxu,8otf,3.386090172440327,3.2665300978124137,0.3386090172440327
8otf,2mxu,3.386090172440327,3.2665300978124137,0.3386090172440327
2mxu,8sej,2.876702989639374,2.8273078452314797,0.28767029896393737
8sej,2mxu,2.876702989639374,2.8273078452314797,0.28767029896393737
5kk3,6n3c,2.050482806744951,1.2412118421579408,0.2050482806744951
6n3c,5kk3,2.050482806744951,1.2412118421579408,0.2050482806744951
5kk3,6ti5,0.4249533137855581,-0.24294494240214382,0.04249533137855581
6ti5,5kk3,0.4249533137855581,-0.24294494240214382,0.04249533137855581
5kk3,6ti6,1.392510564095815,1.392510564095815,0.13925105640958152
6ti6,5kk3,1.392510564095815,1.392510564095815,0.13925105640958152
5kk3,6ti7,2.957387233263092,1.2408806894014432,0.29573872332630924
6ti7,5kk3,2.957387233263092,1.2408806894014432,0.29573872332630924
5kk3,6w0o,1.5967196105446373,-0.1679933623470551,0.15967196105446374
6w0o,5kk3,1.5967196105446373,-0.1679933623470551,0.15967196105446374
5kk3,7f29,2.4662764126053807,2.4662764126053807,0.24662764126053807
7f29,5kk3,2.4662764126053807,2.4662764126053807,0.24662764126053807
5kk3,7q4b,5.439378814891358,5.439378814891358,0.5439378814891358
7q4b,5kk3,5.439378814891358,5.439378814891358,0.5439378814891358
5kk3,7q4m,5.579683254378902,5.579683254378902,0.5579683254378902
7q4m,5kk3,5.579683254378902,5.579683254378902,0.5579683254378902
5kk3,8az2,0.0469849081620186,-4.052015449762254,0.00469849081620186
8az2,5kk3,0.0469849081620186,-4.052015449762254,0.00469849081620186
5kk3,8azt,2.6144925798381187,2.6144925798381187,0.26144925798381186
8azt,5kk3,2.6144925798381187,2.6144925798381187,0.26144925798381186
5kk3,8bfz,3.6396204397960026,3.6396204397960026,0.36396204397960025
8bfz,5kk3,3.6396204397960026,3.6396204397960026,0.36396204397960025
5kk3,8bg0,4.134948414364491,3.0396579130202235,0.4134948414364491
8bg0,5kk3,4.134948414364491,3.0396579130202235,0.4134948414364491
5kk3,8dja,0.1577560022513481,-1.8593783102686707,0.015775600225134807
8dja,5kk3,0.1577560022513481,-1.8593783102686707,0.015775600225134807
5kk3,8ezd,0.2978821942195942,0.2978821942195942,0.029788219421959423
8ezd,5kk3,0.2978821942195942,0.2978821942195942,0.029788219421959423
5kk3,8j47,1.9289567295885512,1.9289567295885512,0.19289567295885512
8j47,5kk3,1.9289567295885512,1.9289567295885512,0.19289567295885512
5kk3,8kew,2.961435410413437,2.961435410413437,0.29614354104134366
8kew,5kk3,2.961435410413437,2.961435410413437,0.29614354104134366
5kk3,8kf1,3.351924251717325,3.351924251717325,0.33519242517173253
8kf1,5kk3,3.351924251717325,3.351924251717325,0.33519242517173253
5kk3,8kf3,5.960977951983922,3.1889491444634883,0.5960977951983921
8kf3,5kk3,5.960977951983922,3.1889491444634883,0.5960977951983921
5kk3,8kf4,6.018894166829763,6.018894166829763,0.6018894166829762
8kf4,5kk3,6.018894166829763,6.018894166829763,0.6018894166829762
5kk3,8kf5,2.582087638725563,2.582087638725563,0.2582087638725563
8kf5,5kk3,2.582087638725563,2.582087638725563,0.2582087638725563
5kk3,8kf6,4.947828479655108,1.3328692721361854,0.4947828479655108
8kf6,5kk3,4.947828479655108,1.3328692721361854,0.4947828479655108
5kk3,8ol2,5.268330540112306,5.268330540112306,0.5268330540112306
8ol2,5kk3,5.268330540112306,5.268330540112306,0.5268330540112306
5kk3,8ol3,3.7625550769324345,3.7625550769324345,0.37625550769324345
8ol3,5kk3,3.7625550769324345,3.7625550769324345,0.37625550769324345
5kk3,8ol5,6.590739780654074,6.590739780654074,0.6590739780654074
8ol5,5kk3,6.590739780654074,6.590739780654074,0.6590739780654074
5kk3,8ol6,6.212680072594316,6.212680072594316,0.6212680072594317
8ol6,5kk3,6.212680072594316,6.212680072594316,0.6212680072594317
5kk3,8ol7,2.1947404327221967,2.1947404327221967,0.21947404327221967
8ol7,5kk3,2.1947404327221967,2.1947404327221967,0.21947404327221967
5kk3,8olo,2.5560010564348983,2.5560010564348983,0.25560010564348984
8olo,5kk3,2.5560010564348983,2.5560010564348983,0.25560010564348984
5kk3,8otf,3.7735091250372994,3.7735091250372994,0.37735091250372993
8otf,5kk3,3.7735091250372994,3.7735091250372994,0.37735091250372993
5kk3,8sej,6.7221524175040965,5.211728802096608,0.6722152417504097
8sej,5kk3,6.7221524175040965,5.211728802096608,0.6722152417504097
5kk3,8sel,1.6713649968712805,-1.8662233409530746,0.16713649968712804
8sel,5kk3,1.6713649968712805,-1.8662233409530746,0.16713649968712804
5o3l,5o3o,9.501009784219814,9.501009784219814,0.9501009784219814
5o3o,5o3l,9.501009784219814,9.501009784219814,0.9501009784219814
5o3l,5o3t,6.112640256822147,6.112640256822147,0.6112640256822147
5o3t,5o3l,6.112640256822147,6.112640256822147,0.6112640256822147
5o3l,6hre,5.998304674134596,5.998304674134596,0.5998304674134596
6hre,5o3l,5.998304674134596,5.998304674134596,0.5998304674134596
5o3l,6hrf,4.873346975148922,3.5642903947260187,0.4873346975148922
6hrf,5o3l,4.873346975148922,3.5642903947260187,0.4873346975148922
5o3l,6nwp,8.300938332247073,8.300938332247073,0.8300938332247073
6nwp,5o3l,8.300938332247073,8.300938332247073,0.8300938332247073
5o3l,6nwq,2.4362521229411787,-2.0985879187466208,0.24362521229411788
6nwq,5o3l,2.4362521229411787,-2.0985879187466208,0.24362521229411788
5o3l,7mkf,6.44408477877362,6.44408477877362,0.644408477877362
7mkf,5o3l,6.44408477877362,6.44408477877362,0.644408477877362
5o3l,7mkg,4.778740635394149,4.778740635394149,0.47787406353941486
7mkg,5o3l,4.778740635394149,4.778740635394149,0.47787406353941486
5o3l,7mkh,1.7516184318593595,1.7516184318593595,0.17516184318593594
7mkh,5o3l,1.7516184318593595,1.7516184318593595,0.17516184318593594
5o3l,7nrq,1.5544884995869432,1.5544884995869432,0.15544884995869432
7nrq,5o3l,1.5544884995869432,1.5544884995869432,0.15544884995869432
5o3l,7nrs,5.645694384984236,4.526781994632144,0.5645694384984237
7nrs,5o3l,5.645694384984236,4.526781994632144,0.5645694384984237
5o3l,7nrt,4.284957494460112,3.59707625660838,0.4284957494460112
7nrt,5o3l,4.284957494460112,3.59707625660838,0.4284957494460112
5o3l,7nrv,4.146104104432526,4.146104104432526,0.4146104104432526
7nrv,5o3l,4.146104104432526,4.146104104432526,0.4146104104432526
5o3l,7nrx,7.227338051607587,7.227338051607587,0.7227338051607587
7nrx,5o3l,7.227338051607587,7.227338051607587,0.7227338051607587
5o3l,7qjv,7.828209399581941,6.840077337053737,0.7828209399581941
7qjv,5o3l,7.828209399581941,6.840077337053737,0.7828209399581941
5o3l,7qjw,6.187750085649479,6.187750085649479,0.6187750085649479
7qjw,5o3l,6.187750085649479,6.187750085649479,0.6187750085649479
5o3l,7qjx,4.190834872769086,2.6530719447003643,0.4190834872769086
7qjx,5o3l,4.190834872769086,2.6530719447003643,0.4190834872769086
5o3l,7qjz,3.4145856765035187,3.4145856765035187,0.3414585676503519
7qjz,5o3l,3.4145856765035187,3.4145856765035187,0.3414585676503519
5o3l,7qk1,6.711993121846894,6.711993121846894,0.6711993121846894
7qk1,5o3l,6.711993121846894,6.711993121846894,0.6711993121846894
5o3l,7qk2,9.679687257151835,9.679687257151835,0.9679687257151836
7qk2,5o3l,9.679687257151835,9.679687257151835,0.9679687257151836
5o3l,7qk5,6.462069550575403,5.79117011998542,0.6462069550575402
7qk5,5o3l,6.462069550575403,5.79117011998542,0.6462069550575402
5o3l,7qki,3.800547751246584,3.800547751246584,0.3800547751246584
7qki,5o3l,3.800547751246584,3.800547751246584,0.3800547751246584
5o3l,7qkj,4.366436003112817,2.990311005816487,0.4366436003112817
7qkj,5o3l,4.366436003112817,2.990311005816487,0.4366436003112817
5o3l,7qkl,2.564038298426952,2.564038298426952,0.2564038298426952
7qkl,5o3l,2.564038298426952,2.564038298426952,0.2564038298426952
5o3l,7qku,7.923850696036025,7.923850696036025,0.7923850696036026
7qku,5o3l,7.923850696036025,7.923850696036025,0.7923850696036026
5o3l,7qkv,7.6266115324741826,7.002357311242955,0.7626611532474182
7qkv,5o3l,7.6266115324741826,7.002357311242955,0.7626611532474182
5o3l,7qkx,9.855051844538949,9.855051844538949,0.9855051844538949
7qkx,5o3l,9.855051844538949,9.855051844538949,0.9855051844538949
5o3l,7ql0,5.631437532766112,5.631437532766112,0.5631437532766113
7ql0,5o3l,5.631437532766112,5.631437532766112,0.5631437532766113
5o3l,7ql3,3.847739612555737,3.847739612555737,0.3847739612555737
7ql3,5o3l,3.847739612555737,3.847739612555737,0.3847739612555737
5o3l,7ql4,5.0220042194520165,5.0220042194520165,0.5022004219452016
7ql4,5o3l,5.0220042194520165,5.0220042194520165,0.5022004219452016
5o3l,7r4t,1.0273927682052193,1.0273927682052193,0.10273927682052193
7r4t,5o3l,1.0273927682052193,1.0273927682052193,0.10273927682052193
5o3l,7r5h,5.012444918341711,5.012444918341711,0.5012444918341711
7r5h,5o3l,5.012444918341711,5.012444918341711,0.5012444918341711
5o3l,7upe,8.10856190521137,8.10856190521137,0.8108561905211371
7upe,5o3l,8.10856190521137,8.10856190521137,0.8108561905211371
5o3l,7upf,8.296351822354715,8.296351822354715,0.8296351822354715
7upf,5o3l,8.296351822354715,8.296351822354715,0.8296351822354715
5o3l,7upg,7.920498749534882,7.920498749534882,0.7920498749534882
7upg,5o3l,7.920498749534882,7.920498749534882,0.7920498749534882
5o3l,7ymn,0.3607097702400978,0.3607097702400978,0.036070977024009784
7ymn,5o3l,0.3607097702400978,0.3607097702400978,0.036070977024009784
5o3l,8azu,5.31335555034692,5.31335555034692,0.531335555034692
8azu,5o3l,5.31335555034692,5.31335555034692,0.531335555034692
5o3l,8bgs,4.977491825233076,4.977491825233076,0.49774918252330763
8bgs,5o3l,4.977491825233076,4.977491825233076,0.49774918252330763
5o3l,8bgv,4.434955394476535,4.434955394476535,0.4434955394476535
8bgv,5o3l,4.434955394476535,4.434955394476535,0.4434955394476535
5o3l,8byn,5.239585770984454,5.239585770984454,0.5239585770984454
8byn,5o3l,5.239585770984454,5.239585770984454,0.5239585770984454
5o3l,8caq,5.526392995312609,5.526392995312609,0.5526392995312609
8caq,5o3l,5.526392995312609,5.526392995312609,0.5526392995312609
5o3l,8cax,2.2278763999843347,2.2278763999843347,0.22278763999843348
8cax,5o3l,2.2278763999843347,2.2278763999843347,0.22278763999843348
5o3l,8ot6,7.776743450282436,7.776743450282436,0.7776743450282436
8ot6,5o3l,7.776743450282436,7.776743450282436,0.7776743450282436
5o3l,8ot9,6.731854615359179,6.731854615359179,0.6731854615359179
8ot9,5o3l,6.731854615359179,6.731854615359179,0.6731854615359179
5o3l,8otc,6.3946427741106335,6.3946427741106335,0.6394642774110634
8otc,5o3l,6.3946427741106335,6.3946427741106335,0.6394642774110634
5o3l,8otg,6.931834850800764,6.931834850800764,0.6931834850800764
8otg,5o3l,6.931834850800764,6.931834850800764,0.6931834850800764
5o3l,8oth,6.734137134426664,6.734137134426664,0.6734137134426664
8oth,5o3l,6.734137134426664,6.734137134426664,0.6734137134426664
5o3l,8oti,7.171141859459722,7.171141859459722,0.7171141859459722
8oti,5o3l,7.171141859459722,7.171141859459722,0.7171141859459722
5o3l,8otj,5.297164829514388,5.297164829514388,0.5297164829514388
8otj,5o3l,5.297164829514388,5.297164829514388,0.5297164829514388
5o3l,8q27,7.436805986638243,7.436805986638243,0.7436805986638243
8q27,5o3l,7.436805986638243,7.436805986638243,0.7436805986638243
5o3l,8q2j,11.62410558327903,11.62410558327903,1.162410558327903
8q2j,5o3l,11.62410558327903,11.62410558327903,1.162410558327903
5o3l,8q2k,5.665628351679047,5.665628351679047,0.5665628351679046
8q2k,5o3l,5.665628351679047,5.665628351679047,0.5665628351679046
5o3l,8q2l,5.912564135974807,5.912564135974807,0.5912564135974807
8q2l,5o3l,5.912564135974807,5.912564135974807,0.5912564135974807
5o3l,8q7f,9.262472118676994,9.262472118676994,0.9262472118676994
8q7f,5o3l,9.262472118676994,9.262472118676994,0.9262472118676994
5o3l,8q7l,9.242069328546282,9.242069328546282,0.9242069328546283
8q7l,5o3l,9.242069328546282,9.242069328546282,0.9242069328546283
5o3l,8q7m,13.749499767605524,9.413724990849436,1.3749499767605524
8q7m,5o3l,13.749499767605524,9.413724990849436,1.3749499767605524
5o3l,8q7p,9.549262994102834,9.549262994102834,0.9549262994102834
8q7p,5o3l,9.549262994102834,9.549262994102834,0.9549262994102834
5o3l,8q7t,7.26407400583194,6.520220789216952,0.726407400583194
8q7t,5o3l,7.26407400583194,6.520220789216952,0.726407400583194
5o3l,8q88,3.7710798225273137,3.7710798225273137,0.37710798225273134
8q88,5o3l,3.7710798225273137,3.7710798225273137,0.37710798225273134
5o3l,8q8c,5.73001036972613,5.73001036972613,0.573001036972613
8q8c,5o3l,5.73001036972613,5.73001036972613,0.573001036972613
5o3l,8q8d,7.594901283596707,7.594901283596707,0.7594901283596707
8q8d,5o3l,7.594901283596707,7.594901283596707,0.7594901283596707
5o3l,8q8e,8.157893790691057,5.903131932530056,0.8157893790691058
8q8e,5o3l,8.157893790691057,5.903131932530056,0.8157893790691058
5o3l,8q8f,5.118359947237496,5.118359947237496,0.5118359947237496
8q8f,5o3l,5.118359947237496,5.118359947237496,0.5118359947237496
5o3l,8q8l,5.26965482797938,5.26965482797938,0.526965482797938
8q8l,5o3l,5.26965482797938,5.26965482797938,0.526965482797938
5o3l,8q8m,4.598138292014195,4.598138292014195,0.45981382920141944
8q8m,5o3l,4.598138292014195,4.598138292014195,0.45981382920141944
5o3l,8q8r,2.807733657581968,2.807733657581968,0.2807733657581968
8q8r,5o3l,2.807733657581968,2.807733657581968,0.2807733657581968
5o3l,8q8s,8.706399323549965,7.353388590754898,0.8706399323549965
8q8s,5o3l,8.706399323549965,7.353388590754898,0.8706399323549965
5o3l,8q8u,7.131637395672873,7.131637395672873,0.7131637395672873
8q8u,5o3l,7.131637395672873,7.131637395672873,0.7131637395672873
5o3l,8q8v,6.339981695725356,6.339981695725356,0.6339981695725356
8q8v,5o3l,6.339981695725356,6.339981695725356,0.6339981695725356
5o3l,8q8x,7.258423296677028,7.258423296677028,0.7258423296677028
8q8x,5o3l,7.258423296677028,7.258423296677028,0.7258423296677028
5o3l,8q8y,8.611778680488216,8.611778680488216,0.8611778680488216
8q8y,5o3l,8.611778680488216,8.611778680488216,0.8611778680488216
5o3l,8q8z,6.684705285420651,6.684705285420651,0.6684705285420651
8q8z,5o3l,6.684705285420651,6.684705285420651,0.6684705285420651
5o3l,8q97,6.861791410396419,6.861791410396419,0.686179141039642
8q97,5o3l,6.861791410396419,6.861791410396419,0.686179141039642
5o3l,8q98,6.126672515229124,6.126672515229124,0.6126672515229125
8q98,5o3l,6.126672515229124,6.126672515229124,0.6126672515229125
5o3l,8q99,12.167198646624728,12.167198646624728,1.2167198646624728
